index_col,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
233,0.034,0.03066666666666666,0.10666666666666667,0.02666666666666667,0.248,0.06333333333333334
234,0.026000000000000002,0.034,0.15666666666666668,0.02666666666666667,0.20600000000000002,0.06
235,0.035,0.035,0.19,0.03333333333333333,0.166,0.05666666666666665
236,0.040999999999999995,0.035,0.25666666666666665,0.03333333333333333,0.11800000000000001,0.06
237,0.053,0.037333333333333336,0.30666666666666664,0.04,0.084,0.09
238,0.06,0.034666666666666665,0.2966666666666667,0.04,0.076,0.10333333333333332
239,0.055,0.037000000000000005,0.4,0.04666666666666666,0.016,0.07666666666666666
240,0.048,0.03233333333333333,0.36666666666666653,0.05333333333333334,0.004,0.05
241,0.052000000000000005,0.03,0.36666666666666653,0.06000000000000001,0.004,0.03333333333333333
242,0.038,0.03333333333333333,0.39666666666666667,0.04666666666666666,0.004,0.03666666666666667
243,0.025,0.021333333333333333,0.38,0.03333333333333333,0.005,0.02666666666666667
244,0.011000000000000001,0.011333333333333334,0.31666666666666665,0.02666666666666667,0.018000000000000002,0.03
245,0.01,0.019,0.34,0.03333333333333333,0.012,0.03
246,0.040999999999999995,0.05433333333333333,0.3466666666666667,0.11333333333333333,0.03,0.07666666666666666
247,0.036000000000000004,0.050666666666666665,0.25,0.10666666666666667,0.08,0.06666666666666668
248,0.027000000000000003,0.04633333333333333,0.21333333333333332,0.08,0.106,0.05666666666666665
249,0.032,0.04733333333333333,0.18666666666666668,0.07333333333333332,0.124,0.05333333333333334
250,0.036000000000000004,0.04933333333333333,0.20666666666666667,0.08,0.132,0.07
251,0.039,0.048,0.18333333333333326,0.07333333333333332,0.158,0.07333333333333332
252,0.044000000000000004,0.046,0.15333333333333332,0.06666666666666668,0.188,0.06333333333333334
253,0.040999999999999995,0.044333333333333336,0.15333333333333332,0.07333333333333332,0.212,0.06
254,0.039,0.04166666666666666,0.15333333333333332,0.05333333333333334,0.214,0.05
255,0.031,0.04533333333333334,0.17,0.04666666666666666,0.20600000000000002,0.043333333333333335
256,0.047,0.03766666666666667,0.15666666666666668,0.04,0.22,0.03333333333333333
257,0.025,0.036000000000000004,0.20333333333333334,0.04,0.188,0.02666666666666667
258,0.017,0.036333333333333336,0.21666666666666667,0.04,0.166,0.016666666666666666
259,0.0175,0.03166666666666667,0.19666666666666666,0.03666666666666667,0.16,0.019999999999999997
260,0.018000000000000002,0.027000000000000003,0.17666666666666667,0.03333333333333333,0.154,0.02333333333333333
261,0.015,0.02466666666666667,0.18666666666666668,0.03333333333333333,0.142,0.02666666666666667
262,0.0175,0.020333333333333335,0.18333333333333335,0.03666666666666667,0.135,0.028333333333333335
263,0.02,0.016,0.18,0.04,0.128,0.03
264,0.017,0.01533333333333333,0.15333333333333332,0.04,0.128,0.03333333333333333
265,0.015,0.012,0.18666666666666668,0.05333333333333334,0.124,0.04
266,0.025,0.014666666666666666,0.21666666666666667,0.06666666666666668,0.1,0.06
267,0.03,0.025666666666666667,0.24,0.1,0.08,0.09
268,0.059000000000000004,0.02466666666666667,0.2766666666666667,0.12666666666666665,0.066,0.07333333333333332
269,0.036000000000000004,0.02733333333333333,0.2866666666666667,0.12666666666666665,0.057999999999999996,0.09333333333333334
270,0.046,0.03766666666666667,0.3933333333333333,0.15333333333333332,0.03,0.12666666666666668
271,0.052000000000000005,0.03966666666666667,0.39,0.15333333333333332,0.026000000000000002,0.09333333333333334
272,0.048,0.03066666666666666,0.39666666666666667,0.16,0.024,0.05
273,0.057999999999999996,0.03066666666666666,0.3933333333333333,0.16,0.03,0.04666666666666667
274,0.05,0.027666666666666662,0.3633333333333333,0.14666666666666667,0.038,0.05
275,0.054000000000000006,0.03,0.38333333333333336,0.16,0.03,0.03
276,0.06,0.02433333333333333,0.3633333333333333,0.17333333333333334,0.032,0.013333333333333334
277,0.06,0.021,0.38,0.14,0.03,0.016666666666666666
278,0.055999999999999994,0.02233333333333333,0.37,0.11333333333333333,0.026000000000000002,0.016666666666666666
279,0.055999999999999994,0.026866666666666664,0.3366666666666667,0.1,0.026000000000000002,0.02
280,0.046,0.014261904761904762,0.3333333333333333,0.08,0.027999999999999997,0.02
281,0.028999999999999998,0.0194,0.2433333333333333,0.05333333333333334,0.11199999999999999,0.013333333333333334
282,0.043,0.012061728395061724,0.21,0.05333333333333334,0.106,0.016666666666666666
283,0.047,0.01311111111111111,0.20666666666666667,0.04666666666666666,0.098,0.013333333333333334
284,0.039,0.00806060606060606,0.17,0.04,0.102,0.013333333333333334
285,0.034,0.015833333333333338,0.15,0.03333333333333333,0.106,0.016666666666666666
286,0.032,0.02,0.15666666666666668,0.03333333333333333,0.094,0.013333333333333334
287,0.032,0.02333333333333333,0.11666666666666667,0.03333333333333333,0.122,0.013333333333333334
288,0.036000000000000004,0.027222222222222224,0.1,0.02666666666666667,0.11800000000000001,0.01
289,0.039,0.06352941176470588,0.09666666666666666,0.02666666666666667,0.102,0.02666666666666667
290,0.038,0.12066666666666667,0.09333333333333334,0.02,0.11,0.02666666666666667
291,0.071,0.034333333333333334,0.11333333333333333,0.02666666666666667,0.042,0.02333333333333333
292,0.0955,0.05516666666666667,0.08333333333333333,0.023333333333333334,0.11000000000000001,0.02333333333333333
293,0.12,0.076,0.05333333333333334,0.02,0.17800000000000002,0.02333333333333333
294,0.055999999999999994,0.044333333333333336,0.09,0.02,0.152,0.02333333333333333
295,0.040999999999999995,0.032,0.08333333333333333,0.02,0.162,0.02666666666666667
296,0.026499999999999996,0.0195,0.06666666666666667,0.016666666666666666,0.185,0.025
297,0.012,0.006999999999999999,0.05,0.013333333333333334,0.20800000000000002,0.02333333333333333
298,0.013000000000000001,0.012,0.05,0.02,0.20800000000000002,0.02333333333333333
299,0.02,0.018000000000000002,0.043333333333333335,0.013333333333333334,0.218,0.02333333333333333
300,0.015,0.02,0.043333333333333335,0.013333333333333334,0.22399999999999998,0.02333333333333333
301,0.015,0.025333333333333333,0.04666666666666667,0.013333333333333334,0.226,0.02333333333333333
302,0.028999999999999998,0.035666666666666666,0.04,0.013333333333333334,0.22399999999999998,0.02666666666666667
303,0.035,0.050666666666666665,0.043333333333333335,0.013333333333333334,0.222,0.02666666666666667
304,0.059000000000000004,0.076,0.04666666666666667,0.02,0.218,0.02
305,0.073,0.096,0.05,0.02,0.214,0.02333333333333333
306,0.087,0.0995,0.060000000000000005,0.02,0.204,0.02333333333333333
307,0.10099999999999999,0.10300000000000001,0.07,0.02,0.19399999999999998,0.02333333333333333
308,0.106,0.11366666666666668,0.05666666666666665,0.02,0.2,0.016666666666666666
309,0.086,0.08633333333333333,0.06666666666666668,0.02,0.19,0.02333333333333333
310,0.084,0.07400000000000001,0.08333333333333333,0.02,0.174,0.016666666666666666
311,0.07400000000000001,0.062333333333333324,0.08,0.02,0.172,0.02
312,0.068,0.05466666666666667,0.13,0.02,0.14,0.02
313,0.062,0.049,0.19333333333333333,0.02,0.106,0.02
314,0.054000000000000006,0.03333333333333333,0.2733333333333333,0.02,0.054000000000000006,0.02333333333333333
315,0.038,0.03,0.23666666666666664,0.02666666666666667,0.07200000000000001,0.03
316,0.046,0.032,0.36,0.04,0.008,0.02333333333333333
317,0.051,0.03333333333333333,0.35,0.04666666666666666,0.004,0.02333333333333333
318,0.065,0.05,0.41,0.06000000000000001,0.004,0.02
319,0.064,0.03333333333333333,0.36,0.06000000000000001,0.03,0.03
320,0.038,0.021,0.22,0.03333333333333333,0.10800000000000001,0.013333333333333334
321,0.028999999999999998,0.012333333333333332,0.16333333333333333,0.02666666666666667,0.146,0.02666666666666667
322,0.022000000000000002,0.012666666666666666,0.12333333333333335,0.02666666666666667,0.17,0.02666666666666667
323,0.025,0.012666666666666666,0.14333333333333334,0.02666666666666667,0.168,0.02333333333333333
324,0.01,0.009000000000000001,0.09,0.02,0.20800000000000002,0.02666666666666667
325,0.019,0.013999999999999999,0.08666666666666667,0.02,0.244,0.02666666666666667
326,0.01,0.014333333333333332,0.07666666666666666,0.02,0.242,0.02333333333333333
327,0.036000000000000004,0.017,0.07333333333333332,0.02,0.244,0.03
328,0.028999999999999998,0.021666666666666667,0.08333333333333333,0.02,0.242,0.02666666666666667
329,0.027000000000000003,0.021,0.09333333333333334,0.02,0.23800000000000002,0.03333333333333333
330,0.031,0.02266666666666667,0.11333333333333333,0.02,0.23399999999999999,0.05
331,0.042,0.023666666666666662,0.13,0.02666666666666667,0.20600000000000002,0.06
332,0.039,0.022000000000000002,0.16,0.02666666666666667,0.182,0.05
333,0.044000000000000004,0.02466666666666667,0.18666666666666668,0.02666666666666667,0.162,0.06333333333333334
334,0.054000000000000006,0.029666666666666668,0.26666666666666666,0.03333333333333333,0.10800000000000001,0.07333333333333332
335,0.061,0.031,0.25666666666666665,0.03333333333333333,0.102,0.07333333333333332
336,0.066,0.03133333333333333,0.26666666666666666,0.03333333333333333,0.07400000000000001,0.06333333333333334
337,0.075,0.02866666666666667,0.2966666666666667,0.03333333333333333,0.048,0.04666666666666667
338,0.063,0.034,0.28,0.03333333333333333,0.057999999999999996,0.04666666666666667
339,0.08199999999999999,0.03166666666666667,0.38333333333333336,0.04,0.009000000000000001,0.03333333333333333
340,0.158,0.036333333333333336,0.4066666666666667,0.04666666666666666,0.004,0.03333333333333333
341,0.09699999999999999,0.036333333333333336,0.3933333333333333,0.04666666666666666,0.004,0.03
342,0.14,0.04866666666666666,0.44666666666666666,0.06666666666666668,0.004,0.03666666666666667
343,0.166,0.04716666666666667,0.4066666666666667,0.06000000000000001,0.013999999999999999,0.08
344,0.14700000000000002,0.04541666666666666,0.4166666666666667,0.06333333333333335,0.032,0.08833333333333333
345,0.128,0.04366666666666666,0.4266666666666667,0.06666666666666668,0.05,0.09666666666666666
346,0.132,0.04883333333333333,0.33166666666666667,0.07,0.134,0.12166666666666667
347,0.136,0.054000000000000006,0.23666666666666664,0.07333333333333332,0.218,0.14666666666666667
348,0.135,0.05,0.15666666666666668,0.06666666666666668,0.29,0.12333333333333335
349,0.124,0.05,0.18333333333333326,0.05333333333333334,0.304,0.09
350,0.0915,0.049,0.15,0.06666666666666668,0.354,0.09666666666666666
351,0.1005,0.059000000000000004,0.13333333333333333,0.05333333333333334,0.32,0.07833333333333334
352,0.106,0.061,0.16666666666666666,0.06000000000000001,0.368,0.09666666666666666
353,0.10933333333333332,0.06433333333333334,0.15,0.04666666666666666,0.364,0.07333333333333332
354,0.087,0.067,0.18666666666666668,0.04666666666666666,0.322,0.06
355,0.083,0.07566666666666666,0.19,0.04666666666666666,0.308,0.06
356,0.08199999999999999,0.08466666666666668,0.2933333333333333,0.05333333333333334,0.23199999999999998,0.05666666666666665
357,0.08199999999999999,0.08466666666666668,0.34,0.04666666666666666,0.184,0.05333333333333334
358,0.08,0.08033333333333334,0.32666666666666666,0.04666666666666666,0.17600000000000002,0.04666666666666667
359,0.07200000000000001,0.07666666666666666,0.29,0.04,0.17600000000000002,0.043333333333333335
360,0.08,0.077,0.2333333333333333,0.04,0.182,0.03666666666666667
361,0.063,0.07166666666666667,0.18,0.03333333333333333,0.2,0.03333333333333333
362,0.057,0.06866666666666668,0.19,0.03333333333333333,0.19,0.043333333333333335
363,0.054000000000000006,0.066,0.26666666666666666,0.03333333333333333,0.134,0.03666666666666667
364,0.055,0.065,0.27,0.04,0.12,0.03333333333333333
365,0.061,0.06666666666666668,0.33,0.04666666666666666,0.076,0.03666666666666667
366,0.068,0.07333333333333332,0.4166666666666667,0.05333333333333334,0.034,0.03333333333333333
367,0.071,0.068,0.3433333333333333,0.06000000000000001,0.07,0.03333333333333333
368,0.077,0.06666666666666668,0.2866666666666667,0.04666666666666666,0.10400000000000001,0.05333333333333334
369,0.07200000000000001,0.06466666666666666,0.2333333333333333,0.04666666666666666,0.152,0.07
370,0.08900000000000001,0.065,0.22333333333333333,0.05333333333333334,0.18,0.07666666666666666
371,0.096,0.06933333333333333,0.19333333333333333,0.05333333333333334,0.218,0.08666666666666667
372,0.114,0.07066666666666667,0.16666666666666666,0.05333333333333334,0.254,0.09333333333333334
373,0.11199999999999999,0.07333333333333332,0.17666666666666667,0.06666666666666668,0.294,0.09
374,0.13233333333333333,0.079,0.15666666666666668,0.05333333333333334,0.27399999999999997,0.08666666666666667
375,0.06,0.075,0.13333333333333333,0.05666666666666668,0.28,0.07166666666666667
376,0.122,0.07333333333333332,0.16666666666666666,0.06000000000000001,0.358,0.06333333333333334
377,0.115,0.07,0.2,0.07333333333333332,0.37200000000000005,0.09333333333333334
378,0.109,0.07,0.17666666666666667,0.08,0.37,0.1
379,0.109,0.07133333333333333,0.32999999999999996,0.08,0.257,0.08166666666666667
380,0.109,0.07266666666666667,0.4833333333333333,0.08,0.14400000000000002,0.06333333333333334
381,0.10300000000000001,0.073,0.5866666666666667,0.08,0.07400000000000001,0.05666666666666665
382,0.092,0.07333333333333332,0.5,0.06000000000000001,0.10400000000000001,0.06
383,0.079,0.07433333333333332,0.45,0.04666666666666666,0.09,0.05333333333333334
384,0.064,0.06433333333333334,0.3333333333333333,0.04,0.10800000000000001,0.05
385,0.0605,0.0605,0.31999999999999995,0.04,0.084,0.04
386,0.057,0.05666666666666665,0.30666666666666664,0.04,0.06,0.03
387,0.057,0.04833333333333333,0.31,0.04,0.0256,0.016666666666666666
388,0.057999999999999996,0.04633333333333333,0.36666666666666653,0.04,0.004,0.02
389,0.057999999999999996,0.06,0.4066666666666667,0.05333333333333334,0.004,0.02333333333333333
390,0.062,0.067,0.37666666666666665,0.05333333333333334,0.032,0.02
391,0.069,0.07,0.33,0.06000000000000001,0.064,0.03
392,0.077,0.067,0.2733333333333333,0.05333333333333334,0.098,0.043333333333333335
393,0.081,0.069,0.25666666666666665,0.05333333333333334,0.126,0.05666666666666665
394,0.087,0.07333333333333332,0.20333333333333334,0.05333333333333334,0.17,0.07
395,0.09300000000000001,0.075,0.15666666666666668,0.04666666666666666,0.228,0.07666666666666666
396,0.098,0.075,0.15666666666666668,0.05333333333333334,0.272,0.08
397,0.10650000000000001,0.0765,0.15666666666666668,0.05666666666666667,0.315,0.08499999999999999
398,0.115,0.078,0.15666666666666668,0.06000000000000001,0.358,0.09
399,0.131,0.07933333333333334,0.18333333333333326,0.06666666666666668,0.386,0.09
400,0.13,0.07866666666666666,0.17,0.06666666666666668,0.42,0.08666666666666667
401,0.131,0.07866666666666666,0.16666666666666666,0.07333333333333332,0.43,0.08333333333333333
402,0.129,0.07766666666666666,0.21333333333333332,0.07333333333333332,0.38799999999999996,0.07
403,0.132,0.079,0.26,0.08666666666666667,0.34600000000000003,0.05666666666666665
404,0.145,0.08766666666666667,0.4833333333333333,0.10666666666666667,0.15,0.043333333333333335
405,0.147,0.08,0.5766666666666667,0.11333333333333333,0.02,0.03666666666666667
406,0.156,0.08933333333333332,0.68,0.15333333333333332,0.004,0.03
407,0.156,0.07666666666666666,0.6033333333333334,0.16,0.004,0.013333333333333334
408,0.154,0.07400000000000001,0.6033333333333334,0.15333333333333332,0.004,0.02666666666666667
409,0.172,0.07966666666666666,0.5866666666666667,0.11333333333333333,0.006,0.02666666666666667
410,0.158,0.07533333333333334,0.51,0.09333333333333332,0.034,0.02333333333333333
411,0.147,0.07033333333333333,0.37,0.07333333333333332,0.078,0.02666666666666667
412,0.147,0.06633333333333333,0.38666666666666666,0.07333333333333332,0.07,0.02333333333333333
413,0.146,0.06666666666666668,0.3466666666666667,0.07333333333333332,0.106,0.02666666666666667
414,0.134,0.06833333333333333,0.4266666666666667,0.09333333333333332,0.078,0.02666666666666667
415,0.14300000000000002,0.07400000000000001,0.41,0.09333333333333332,0.098,0.03
416,0.159,0.084,0.4766666666666667,0.1,0.09,0.05666666666666665
417,0.16399999999999998,0.09433333333333334,0.5033333333333333,0.10666666666666667,0.08800000000000001,0.06
418,0.153,0.08533333333333333,0.44,0.09333333333333332,0.14400000000000002,0.06333333333333334
419,0.13,0.06866666666666668,0.2633333333333333,0.08,0.248,0.06666666666666668
420,0.11599999999999999,0.057666666666666665,0.20333333333333334,0.06666666666666668,0.3,0.05666666666666665
421,0.11,0.05416666666666667,0.1933333333333333,0.06666666666666668,0.352,0.05333333333333333
422,0.10400000000000001,0.050666666666666665,0.18333333333333326,0.06666666666666668,0.40399999999999997,0.05
423,0.095,0.03766666666666667,0.17666666666666667,0.06666666666666668,0.46799999999999997,0.05666666666666665
424,0.083,0.04866666666666666,0.2333333333333333,0.07333333333333332,0.502,0.07
425,0.077,0.04833333333333333,0.21666666666666667,0.06666666666666668,0.488,0.07
426,0.076,0.049666666666666665,0.23,0.07333333333333332,0.456,0.07666666666666666
427,0.065,0.042666666666666665,0.22666666666666666,0.06000000000000001,0.396,0.06
428,0.063,0.045,0.20333333333333334,0.06666666666666668,0.364,0.06333333333333334
429,0.068,0.04533333333333334,0.19333333333333333,0.06000000000000001,0.35200000000000004,0.05333333333333334
430,0.079,0.042,0.16333333333333333,0.06000000000000001,0.344,0.04
431,0.089,0.043444444444444445,0.15888888888888889,0.062222222222222234,0.31,0.03666666666666667
432,0.099,0.04488888888888889,0.15444444444444444,0.06444444444444446,0.27599999999999997,0.03333333333333333
433,0.109,0.04633333333333333,0.15,0.06666666666666668,0.242,0.03
434,0.133,0.04733333333333333,0.17666666666666667,0.09333333333333332,0.19,0.02333333333333333
435,0.14,0.056888888888888885,0.13,0.11333333333333333,0.107,0.02666666666666667
436,0.141,0.04933333333333333,0.2466666666666667,0.12666666666666665,0.11,0.02
437,0.17300000000000001,0.0641111111111111,0.3133333333333333,0.17333333333333334,0.068,0.02666666666666667
438,0.168,0.055999999999999994,0.3433333333333333,0.19333333333333333,0.078,0.03666666666666667
439,0.152,0.05833333333333333,0.3533333333333333,0.19333333333333333,0.098,0.07
440,0.161,0.06266666666666666,0.37333333333333335,0.19333333333333333,0.11599999999999999,0.11666666666666667
441,0.168,0.064,0.38,0.19333333333333333,0.156,0.12666666666666668
442,0.161,0.06266666666666666,0.32666666666666666,0.17333333333333334,0.23800000000000002,0.14
443,0.151,0.06,0.29,0.14666666666666667,0.308,0.11
444,0.14300000000000002,0.05366666666666667,0.23,0.11333333333333333,0.386,0.09666666666666666
445,0.10400000000000001,0.040999999999999995,0.19,0.06666666666666668,0.46,0.07
446,0.083,0.03266666666666666,0.18,0.05333333333333334,0.498,0.06
447,0.063,0.02666666666666667,0.14333333333333334,0.04666666666666666,0.504,0.05333333333333334
448,0.062,0.035,0.16,0.05333333333333334,0.522,0.06
449,0.063,0.04,0.18333333333333326,0.05333333333333334,0.498,0.05333333333333334
450,0.068,0.04233333333333333,0.25666666666666665,0.05333333333333334,0.42,0.043333333333333335
451,0.098,0.03833333333333333,0.4233333333333333,0.09333333333333332,0.396,0.06
452,0.095,0.03966666666666667,0.39,0.09333333333333332,0.32,0.06666666666666668
453,0.09699999999999999,0.057333333333333326,0.44333333333333336,0.1,0.22,0.05
454,0.102,0.060333333333333336,0.5,0.1,0.15,0.05
455,0.12300000000000001,0.055999999999999994,0.4233333333333333,0.09333333333333332,0.16,0.03666666666666667
456,0.128,0.052333333333333336,0.3466666666666667,0.08666666666666667,0.17600000000000002,0.04
457,0.12300000000000001,0.050666666666666665,0.31666666666666665,0.08666666666666667,0.168,0.03333333333333333
458,0.11800000000000001,0.06466666666666666,0.3366666666666667,0.09333333333333332,0.10800000000000001,0.02666666666666667
459,0.122,0.046,0.37333333333333335,0.09333333333333332,0.07200000000000001,0.02333333333333333
460,0.133,0.056777777777777774,0.26666666666666666,0.09333333333333332,0.14400000000000002,0.02333333333333333
461,0.1355,0.05148888888888889,0.2683333333333333,0.09666666666666666,0.11400000000000002,0.021666666666666667
462,0.138,0.0462,0.27,0.1,0.084,0.02
463,0.138,0.03748148148148149,0.26,0.13333333333333333,0.076,0.016666666666666666
464,0.12,0.02844444444444444,0.24,0.14,0.086,0.016666666666666666
465,0.113,0.02824561403508772,0.2633333333333333,0.14,0.09,0.016666666666666666
466,0.105,0.032543859649122805,0.2683333333333333,0.15333333333333332,0.08399999999999999,0.016666666666666666
467,0.09699999999999999,0.0368421052631579,0.2733333333333333,0.16666666666666666,0.078,0.016666666666666666
468,0.081,0.030390070921985812,0.22666666666666666,0.14,0.114,0.016666666666666666
469,0.057999999999999996,0.023026004728132383,0.17666666666666667,0.11333333333333333,0.134,0.01
470,0.034,0.015661938534278958,0.16333333333333333,0.09333333333333332,0.142,0.01
471,0.021,0.008297872340425535,0.12166666666666667,0.07333333333333332,0.12,0.013333333333333334
472,0.012,0.005784313725490196,0.13,0.04,0.098,0.013333333333333334
