index_col,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
473,0.003,0.0033137254901960786,0.14666666666666667,0.03333333333333333,0.092,0.01
474,0.006,0.004098039215686275,0.12833333333333333,0.03333333333333333,0.107,0.008333333333333333
475,0.009000000000000001,0.004882352941176471,0.11,0.03333333333333333,0.122,0.006666666666666667
476,0.004,0.004777777777777778,0.08333333333333333,0.03333333333333333,0.138,0.006666666666666667
477,0.009000000000000001,0.005,0.09333333333333334,0.02666666666666667,0.13,0.006666666666666667
478,0.004,0.0030666666666666663,0.10666666666666667,0.02666666666666667,0.124,0.006666666666666667
479,0.006,0.002444444444444444,0.06666666666666668,0.02,0.152,0.006666666666666667
480,0.003,0.00225,0.03666666666666667,0.02,0.16,0.01
481,0.003,0.0023333333333333327,0.043333333333333335,0.013333333333333334,0.14,0.006666666666666667
482,0.006999999999999999,0.002,0.04,0.02,0.14,0.013333333333333334
483,0.003,0.004450980392156864,0.03,0.02,0.132,0.006666666666666667
484,0.003,0.0023333333333333327,0.07666666666666666,0.02,0.14800000000000002,0.01
485,0.009000000000000001,0.0058333333333333345,0.07333333333333332,0.02,0.166,0.01
486,0.011000000000000001,0.005592592592592593,0.13,0.02,0.14400000000000002,0.006666666666666667
487,0.015,0.007095238095238095,0.16333333333333333,0.02666666666666667,0.13,0.01
488,0.011,0.012547619047619049,0.17833333333333334,0.02666666666666667,0.123,0.013333333333333332
489,0.006999999999999999,0.018000000000000002,0.19333333333333333,0.02666666666666667,0.11599999999999999,0.016666666666666666
490,0.013000000000000001,0.011333333333333334,0.2433333333333333,0.03333333333333333,0.08800000000000001,0.013333333333333334
491,0.016,0.0114,0.20333333333333334,0.03333333333333333,0.11800000000000001,0.013333333333333334
492,0.006999999999999999,0.007666666666666665,0.14,0.02666666666666667,0.17,0.013333333333333334
493,0.011000000000000001,0.06333333333333334,0.15333333333333332,0.02666666666666667,0.166,0.013333333333333334
494,0.012,0.011000000000000001,0.11333333333333333,0.02666666666666667,0.174,0.016666666666666666
495,0.006,0.008,0.12666666666666668,0.02666666666666667,0.156,0.013333333333333334
496,0.01,0.005,0.17666666666666667,0.02666666666666667,0.14800000000000002,0.016666666666666666
497,0.012,0.018000000000000002,0.2333333333333333,0.03333333333333333,0.11,0.016666666666666666
498,0.01,0.013333333333333334,0.22,0.03333333333333333,0.114,0.013333333333333334
499,0.015,0.007666666666666665,0.19,0.03333333333333333,0.13,0.016666666666666666
500,0.017,0.01633333333333333,0.2333333333333333,0.03333333333333333,0.102,0.013333333333333334
501,0.013999999999999999,0.01533333333333333,0.18,0.02666666666666667,0.114,0.006666666666666667
502,0.011000000000000001,0.010666666666666666,0.22666666666666666,0.03333333333333333,0.064,0.006666666666666667
503,0.013999999999999999,0.006666666666666667,0.31,0.03333333333333333,0.027999999999999997,0.01
504,0.013999999999999999,0.00488888888888889,0.19666666666666666,0.02666666666666667,0.08800000000000001,0.01
505,0.012,0.007333333333333333,0.16666666666666666,0.02666666666666667,0.11199999999999999,0.006666666666666667
506,0.011000000000000001,0.007185185185185186,0.12333333333333335,0.02666666666666667,0.154,0.01
507,0.0125,0.0052592592592592595,0.11500000000000002,0.02666666666666667,0.16799999999999998,0.01
508,0.013999999999999999,0.0033333333333333327,0.10666666666666667,0.02666666666666667,0.182,0.01
509,0.014333333333333332,0.004999999999999999,0.17222222222222222,0.031111111111111114,0.14866666666666667,0.012222222222222223
510,0.014666666666666666,0.006666666666666666,0.23777777777777775,0.035555555555555556,0.11533333333333333,0.014444444444444444
511,0.015,0.008333333333333333,0.3033333333333333,0.04,0.08199999999999999,0.016666666666666666
512,0.022000000000000002,0.008666666666666666,0.31,0.04,0.076,0.013333333333333334
513,0.017,0.013999999999999999,0.26,0.04,0.102,0.013333333333333334
514,0.013999999999999999,0.005333333333333333,0.21,0.03333333333333333,0.14400000000000002,0.01
515,0.015,0.008666666666666666,0.17333333333333334,0.03333333333333333,0.172,0.013333333333333334
516,0.015,0.009666666666666669,0.13333333333333333,0.02666666666666667,0.19399999999999998,0.006666666666666667
517,0.01,0.005666666666666667,0.13666666666666666,0.02666666666666667,0.21,0.016666666666666666
518,0.013999999999999999,0.010333333333333332,0.16,0.03333333333333333,0.218,0.016666666666666666
519,0.018000000000000002,0.012,0.15666666666666668,0.03333333333333333,0.226,0.013333333333333334
520,0.015,0.010666666666666666,0.15666666666666668,0.03333333333333333,0.226,0.013333333333333334
521,0.015,0.01533333333333333,0.19,0.03333333333333333,0.204,0.02
522,0.018000000000000002,0.013666666666666669,0.2466666666666667,0.03333333333333333,0.158,0.02
523,0.017,0.03033333333333333,0.32,0.03333333333333333,0.11599999999999999,0.016666666666666666
524,0.026000000000000002,0.02433333333333333,0.4033333333333333,0.04,0.07400000000000001,0.016666666666666666
525,0.025,0.02066666666666667,0.39,0.04,0.07200000000000001,0.01
526,0.027000000000000003,0.03,0.5033333333333333,0.04666666666666666,0.018000000000000002,0.013333333333333334
527,0.03,0.029666666666666668,0.5366666666666666,0.06000000000000001,0.004,0.013333333333333334
528,0.037000000000000005,0.027000000000000003,0.51,0.07333333333333332,0.004,0.013333333333333334
529,0.036000000000000004,0.021333333333333333,0.4166666666666667,0.08,0.004,0.02333333333333333
530,0.032,0.016,0.4066666666666667,0.07333333333333332,0.004,0.016666666666666666
531,0.035,0.017,0.4233333333333333,0.06666666666666668,0.004,0.02333333333333333
532,0.03,0.01633333333333333,0.5,0.06000000000000001,0.004,0.02333333333333333
533,0.02,0.006999999999999999,0.45,0.04,0.004,0.02
534,0.026000000000000002,0.011000000000000001,0.4633333333333333,0.05333333333333334,0.006,0.016666666666666666
535,0.026000000000000002,0.015666666666666666,0.39666666666666667,0.04666666666666666,0.036000000000000004,0.02666666666666667
536,0.02,0.011666666666666669,0.32,0.04,0.078,0.03333333333333333
537,0.022000000000000002,0.012,0.145,0.04,0.11800000000000001,0.02666666666666667
538,0.022000000000000002,0.013666666666666669,0.18666666666666668,0.02666666666666667,0.168,0.03
539,0.01,0.011666666666666669,0.12666666666666668,0.02666666666666667,0.22399999999999998,0.02666666666666667
540,0.021,0.004,0.12666666666666668,0.02,0.23600000000000002,0.02666666666666667
541,0.006,0.01,0.11333333333333333,0.02,0.252,0.02666666666666667
542,0.011000000000000001,0.008333333333333333,0.12333333333333335,0.02,0.264,0.02666666666666667
543,0.017,0.006,0.10333333333333332,0.02,0.278,0.02333333333333333
544,0.014333333333333335,0.009666666666666667,0.1322222222222222,0.022222222222222223,0.26666666666666666,0.024444444444444442
545,0.011666666666666669,0.013333333333333334,0.1611111111111111,0.024444444444444446,0.25533333333333336,0.025555555555555557
546,0.009000000000000001,0.017,0.19,0.02666666666666667,0.244,0.02666666666666667
547,0.02,0.021666666666666667,0.2,0.02666666666666667,0.23199999999999998,0.02666666666666667
548,0.022000000000000002,0.02233333333333333,0.2533333333333333,0.02666666666666667,0.184,0.02333333333333333
549,0.024,0.02033333333333333,0.28,0.03333333333333333,0.16,0.02333333333333333
550,0.024,0.023666666666666662,0.29,0.02666666666666667,0.162,0.02666666666666667
551,0.03,0.021,0.2833333333333333,0.02666666666666667,0.162,0.03
552,0.025,0.02866666666666667,0.4666666666666667,0.03333333333333333,0.06,0.02
553,0.04,0.036000000000000004,0.61,0.05333333333333334,0.004,0.02666666666666667
554,0.043,0.027666666666666662,0.5666666666666667,0.05333333333333334,0.004,0.02666666666666667
555,0.027999999999999997,0.018000000000000002,0.4733333333333333,0.04,0.004,0.02666666666666667
556,0.032,0.02033333333333333,0.49,0.05333333333333334,0.004,0.02666666666666667
557,0.039,0.03033333333333333,0.4866666666666667,0.06666666666666668,0.004,0.03
558,0.037000000000000005,0.03833333333333333,0.4733333333333333,0.07333333333333332,0.004,0.02666666666666667
559,0.04,0.02733333333333333,0.4133333333333333,0.05333333333333334,0.03,0.02
560,0.024,0.016666666666666666,0.3466666666666667,0.04666666666666666,0.08,0.03
561,0.040999999999999995,0.01833333333333333,0.3366666666666667,0.04666666666666666,0.102,0.03666666666666667
562,0.035,0.009833333333333331,0.31666666666666665,0.04,0.14800000000000002,0.03333333333333333
563,0.029666666666666668,0.006666666666666667,0.24,0.03333333333333333,0.19,0.02666666666666667
564,0.027000000000000003,0.004,0.11333333333333333,0.02,0.282,0.02333333333333333
565,0.025666666666666664,0.013999999999999999,0.13333333333333333,0.02666666666666667,0.308,0.03
566,0.032,0.014916666666666668,0.11,0.02666666666666667,0.314,0.03
567,0.025500000000000002,0.014125000000000002,0.11666666666666667,0.023333333333333334,0.327,0.03333333333333333
568,0.019,0.013333333333333334,0.12333333333333335,0.02,0.34,0.03666666666666667
569,0.021,0.019,0.13,0.02666666666666667,0.33799999999999997,0.03
570,0.032,0.02633333333333333,0.14333333333333334,0.02666666666666667,0.35,0.04666666666666667
571,0.040999999999999995,0.02466666666666667,0.18,0.03333333333333333,0.318,0.043333333333333335
572,0.046,0.03166666666666667,0.2,0.04,0.29600000000000004,0.043333333333333335
573,0.066,0.04933333333333333,0.21666666666666667,0.05333333333333334,0.268,0.04666666666666667
574,0.081,0.04366666666666666,0.21666666666666667,0.06666666666666668,0.23,0.043333333333333335
575,0.09699999999999999,0.043333333333333335,0.22333333333333333,0.07333333333333332,0.196,0.04666666666666667
576,0.106,0.04733333333333333,0.31666666666666665,0.07333333333333332,0.114,0.04666666666666667
577,0.11800000000000001,0.044333333333333336,0.33,0.07333333333333332,0.068,0.03333333333333333
578,0.11800000000000001,0.03966666666666667,0.3033333333333333,0.06666666666666668,0.078,0.03333333333333333
579,0.11800000000000001,0.04886666666666666,0.38666666666666666,0.07333333333333332,0.006999999999999999,0.03
580,0.11599999999999999,0.03966666666666667,0.4633333333333333,0.08,0.004,0.02666666666666667
581,0.11199999999999999,0.043333333333333335,0.4266666666666667,0.08666666666666667,0.004,0.02333333333333333
582,0.126,0.049666666666666665,0.4633333333333333,0.09333333333333332,0.004,0.03
583,0.111,0.042,0.5233333333333333,0.08666666666666667,0.018000000000000002,0.03666666666666667
584,0.121,0.060333333333333336,0.4866666666666667,0.08666666666666667,0.052000000000000005,0.04666666666666667
585,0.155,0.0495,0.37333333333333335,0.08666666666666667,0.14,0.07333333333333332
586,0.15,0.060555555555555536,0.37,0.08,0.19399999999999998,0.09
587,0.109,0.049222222222222216,0.2433333333333333,0.06666666666666668,0.29,0.08333333333333333
588,0.10800000000000001,0.04576190476190476,0.22,0.06666666666666668,0.342,0.07
589,0.068,0.02183333333333333,0.21,0.06000000000000001,0.354,0.06
590,0.052000000000000005,0.028999999999999998,0.19333333333333333,0.04666666666666666,0.34600000000000003,0.043333333333333335
591,0.061,0.037333333333333336,0.2466666666666667,0.05333333333333334,0.36200000000000004,0.05333333333333334
592,0.091,0.034,0.2866666666666667,0.05333333333333334,0.354,0.05
593,0.084,0.03666666666666667,0.25666666666666665,0.04666666666666666,0.38,0.05
594,0.098,0.06333333333333334,0.26,0.06000000000000001,0.4,0.05
595,0.11199999999999999,0.055,0.4866666666666667,0.07333333333333332,0.23399999999999999,0.043333333333333335
596,0.121,0.069,0.7533333333333333,0.1,0.024,0.03666666666666667
597,0.1235,0.06283333333333332,0.7533333333333333,0.11333333333333333,0.014,0.03
598,0.126,0.05666666666666665,0.7533333333333333,0.12666666666666665,0.004,0.02333333333333333
599,0.107,0.048,0.7,0.10666666666666667,0.01,0.02333333333333333
600,0.08199999999999999,0.055,0.37333333333333335,0.06000000000000001,0.14800000000000002,0.03
601,0.069,0.04566666666666667,0.32666666666666666,0.06000000000000001,0.11599999999999999,0.02666666666666667
602,0.064,0.042,0.4733333333333333,0.06000000000000001,0.027999999999999997,0.02
603,0.052000000000000005,0.04133333333333333,0.43333333333333335,0.06000000000000001,0.024,0.02
604,0.054000000000000006,0.048,0.45,0.06000000000000001,0.004,0.016666666666666666
605,0.057999999999999996,0.05833333333333333,0.47,0.08,0.004,0.02
606,0.066,0.05666666666666665,0.5433333333333333,0.09333333333333332,0.008,0.016666666666666666
607,0.045,0.068,0.39,0.05333333333333334,0.07400000000000001,0.03333333333333333
608,0.033,0.08333333333333333,0.24,0.04666666666666666,0.15,0.04
609,0.032,0.08216666666666667,0.19833333333333333,0.04666666666666666,0.198,0.04
610,0.031,0.081,0.15666666666666668,0.04666666666666666,0.24600000000000002,0.04
611,0.036000000000000004,0.06733333333333333,0.14666666666666667,0.04666666666666666,0.27399999999999997,0.03333333333333333
612,0.034,0.055999999999999994,0.13,0.04,0.28600000000000003,0.03
613,0.022000000000000002,0.053,0.11,0.02666666666666667,0.3,0.02666666666666667
614,0.022000000000000002,0.05433333333333333,0.11,0.02666666666666667,0.31,0.02
615,0.025,0.051333333333333335,0.11,0.02666666666666667,0.322,0.02
616,0.016,0.056333333333333326,0.11,0.02666666666666667,0.33799999999999997,0.02666666666666667
617,0.026000000000000002,0.05366666666666667,0.13666666666666666,0.02666666666666667,0.326,0.05
618,0.031,0.05966666666666666,0.16333333333333333,0.03333333333333333,0.304,0.043333333333333335
619,0.032,0.059333333333333335,0.18333333333333326,0.03333333333333333,0.29,0.03666666666666667
620,0.028999999999999998,0.052333333333333336,0.16666666666666666,0.03333333333333333,0.284,0.043333333333333335
621,0.034,0.052000000000000005,0.2,0.03333333333333333,0.242,0.04666666666666667
622,0.033,0.04833333333333333,0.21333333333333332,0.03333333333333333,0.212,0.04
623,0.036000000000000004,0.046,0.24,0.03333333333333333,0.184,0.04
624,0.042,0.043,0.26,0.03333333333333333,0.15,0.03333333333333333
625,0.038,0.042666666666666665,0.39,0.04,0.052000000000000005,0.03
626,0.040999999999999995,0.04166666666666666,0.4066666666666667,0.04,0.046,0.03333333333333333
627,0.042,0.04166666666666666,0.42,0.04666666666666666,0.022000000000000002,0.02666666666666667
628,0.038,0.04166666666666666,0.4633333333333333,0.04666666666666666,0.004,0.03
629,0.045,0.054000000000000006,0.4966666666666666,0.06000000000000001,0.004,0.02333333333333333
630,0.052000000000000005,0.058666666666666666,0.5333333333333333,0.06666666666666668,0.004,0.02333333333333333
631,0.048,0.06333333333333334,0.56,0.06666666666666668,0.013999999999999999,0.03
632,0.051,0.054000000000000006,0.5466666666666666,0.06000000000000001,0.04,0.03666666666666667
633,0.06,0.05466666666666667,0.44333333333333336,0.05333333333333334,0.11,0.06
634,0.079,0.091,0.37333333333333335,0.06000000000000001,0.192,0.06333333333333334
635,0.107,0.06933333333333333,0.3633333333333333,0.07333333333333332,0.26,0.06666666666666668
636,0.121,0.07233333333333333,0.3516666666666667,0.07999999999999999,0.275,0.06833333333333334
637,0.135,0.07533333333333334,0.34,0.08666666666666667,0.29,0.07
638,0.14,0.07266666666666667,0.31666666666666665,0.09333333333333332,0.46,0.08333333333333333
639,0.133,0.060666666666666674,0.22333333333333333,0.09333333333333332,0.546,0.07333333333333332
640,0.124,0.055,0.22,0.08666666666666667,0.562,0.06666666666666668
641,0.11800000000000001,0.058666666666666666,0.19666666666666666,0.08666666666666667,0.546,0.08333333333333333
642,0.126,0.073,0.24,0.08,0.506,0.06333333333333334
643,0.139,0.06766666666666668,0.2466666666666667,0.08,0.46799999999999997,0.04
644,0.17300000000000001,0.081,0.2733333333333333,0.08666666666666667,0.452,0.05333333333333334
645,0.201,0.08533333333333333,0.3033333333333333,0.1,0.41200000000000003,0.05666666666666665
646,0.21,0.08933333333333332,0.38,0.10666666666666667,0.35600000000000004,0.05
647,0.218,0.08633333333333333,0.3933333333333333,0.11333333333333333,0.278,0.05
648,0.231,0.08633333333333333,0.61,0.11333333333333333,0.128,0.04
649,0.225,0.09333333333333334,0.83,0.11333333333333333,0.013999999999999999,0.03333333333333333
650,0.22,0.08688888888888889,0.7733333333333333,0.10666666666666667,0.004,0.03333333333333333
651,0.215,0.0958888888888889,0.74,0.1,0.004,0.03333333333333333
652,0.126,0.091,0.4566666666666666,0.07333333333333332,0.07,0.013333333333333334
653,0.066,0.037000000000000005,0.44,0.06666666666666668,0.027999999999999997,0.04
654,0.075,0.042666666666666665,0.4733333333333333,0.07333333333333332,0.004,0.03666666666666667
655,0.08,0.050166666666666665,0.46833333333333327,0.07333333333333332,0.037000000000000005,0.05333333333333334
656,0.085,0.057666666666666665,0.4633333333333333,0.07333333333333332,0.07,0.07
657,0.109,0.05666666666666665,0.4166666666666667,0.08666666666666667,0.11800000000000001,0.08
658,0.12300000000000001,0.059000000000000004,0.4666666666666667,0.1,0.12,0.06333333333333334
659,0.12,0.04766666666666667,0.38,0.07333333333333332,0.19399999999999998,0.08333333333333333
660,0.11,0.057333333333333326,0.3233333333333333,0.06666666666666668,0.26,0.1
661,0.09,0.04366666666666666,0.32666666666666666,0.06666666666666668,0.244,0.09666666666666666
662,0.092,0.058666666666666666,0.25,0.06666666666666668,0.32799999999999996,0.11333333333333333
663,0.115,0.059333333333333335,0.3033333333333333,0.07333333333333332,0.326,0.10666666666666667
664,0.11800000000000001,0.07066666666666667,0.3033333333333333,0.08,0.37200000000000005,0.10333333333333332
665,0.11699999999999999,0.05833333333333333,0.22333333333333333,0.08666666666666667,0.414,0.08
666,0.132,0.069,0.36,0.1,0.314,0.05666666666666665
667,0.141,0.061,0.5833333333333334,0.12,0.134,0.04666666666666667
668,0.11599999999999999,0.04133333333333333,0.3233333333333333,0.08666666666666667,0.29,0.05666666666666665
669,0.109,0.044000000000000004,0.28,0.08,0.316,0.06333333333333334
670,0.071,0.05533333333333333,0.19,0.05333333333333334,0.28,0.06
671,0.056666666666666664,0.04855555555555555,0.16777777777777778,0.042222222222222223,0.2386666666666667,0.05222222222222222
672,0.042333333333333334,0.04177777777777778,0.14555555555555558,0.03111111111111111,0.19733333333333336,0.044444444444444446
673,0.027999999999999997,0.035,0.12333333333333335,0.02,0.156,0.03666666666666667
674,0.025,0.017333333333333333,0.18,0.02666666666666667,0.11199999999999999,0.02666666666666667
675,0.016,0.010666666666666666,0.12333333333333335,0.02666666666666667,0.099,0.02666666666666667
676,0.012,0.011666666666666669,0.15666666666666668,0.03333333333333333,0.12,0.02333333333333333
677,0.015,0.02266666666666667,0.23,0.04,0.092,0.016666666666666666
678,0.015,0.023666666666666662,0.21333333333333332,0.04666666666666666,0.11599999999999999,0.02
679,0.019,0.034,0.19,0.07333333333333332,0.138,0.03333333333333333
680,0.038,0.02666666666666667,0.19666666666666666,0.12,0.132,0.05666666666666665
681,0.034,0.025333333333333333,0.17333333333333334,0.10666666666666667,0.154,0.08666666666666667
682,0.032,0.021666666666666667,0.12333333333333335,0.08666666666666667,0.192,0.07
683,0.03,0.025666666666666667,0.12,0.06666666666666668,0.21600000000000003,0.06
684,0.033,0.017,0.10333333333333332,0.06000000000000001,0.242,0.05333333333333334
685,0.033,0.014666666666666666,0.09333333333333334,0.05333333333333334,0.27399999999999997,0.04666666666666667
686,0.024,0.019,0.12666666666666668,0.04666666666666666,0.28800000000000003,0.04
687,0.035,0.019,0.13666666666666666,0.05333333333333334,0.294,0.03666666666666667
688,0.027999999999999997,0.022000000000000002,0.14666666666666667,0.05333333333333334,0.302,0.02333333333333333
689,0.025,0.019666666666666662,0.15666666666666668,0.04,0.28,0.02666666666666667
690,0.0275,0.019666666666666662,0.19166666666666665,0.04,0.254,0.021666666666666667
691,0.03,0.019666666666666662,0.22666666666666666,0.04,0.228,0.016666666666666666
692,0.026000000000000002,0.013999999999999999,0.21666666666666667,0.04,0.204,0.02333333333333333
693,0.019,0.01633333333333333,0.2633333333333333,0.04666666666666666,0.162,0.02333333333333333
694,0.027000000000000003,0.01633333333333333,0.32,0.05333333333333334,0.11199999999999999,0.02333333333333333
695,0.027000000000000003,0.021333333333333333,0.32,0.06000000000000001,0.092,0.02
696,0.026000000000000002,0.031,0.52,0.07333333333333332,0.008,0.013333333333333334
697,0.029,0.03183333333333333,0.4683333333333334,0.06666666666666667,0.009000000000000001,0.013333333333333334
698,0.032,0.03266666666666666,0.4166666666666667,0.06000000000000001,0.01,0.013333333333333334
699,0.039,0.018666666666666668,0.4133333333333333,0.05333333333333334,0.016,0.006666666666666667
700,0.034,0.032,0.4266666666666667,0.04666666666666666,0.013999999999999999,0.01
701,0.044000000000000004,0.027666666666666662,0.4533333333333333,0.04666666666666666,0.004,0.016666666666666666
702,0.055,0.09933333333333333,0.34,0.04,0.048,0.02
703,0.078,0.215,0.2,0.03333333333333333,0.114,0.016666666666666666
